affiliate,local,aff_state,aff_council,aff_local,aff_chapter,aff_name,Industry,Jurisdiction,Employer,Function,single_ocptn,Org_type
C93,1599,MA,93,1599,,Medford School Traffic Patrol Supervisors,Transportation,City,City Government,Security & Public Safety,Traffic Supervisors,Public
C61,3059,IA,61,3059,,Fayette County Secondary Roads,Utilities & Infrastructure,County,County Government,Public Works,Highway Employees,Public
L1199,C,PA,,1199,C,Medical College Of Pennsylvania Hospital Tenet Healthcare Corp.,Higher Education,Single Entity,Hospital,Medical Or Legal Sciences,Multiple,Private Or Indp Entity
C2,270,WA,2,270,M,Medical Lake City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1000,837,NY,,1000,837,Medina Central School District Building And Grounds,K-12 Schools,City,School District,Buildings And Grounds,Blue Collar,Public
L1000,837,NY,,1000,837,Medina Central School District Building Grounds Clerical,K-12 Schools,City,School District,Daily Operations,Multiple,Public
L4,305,OH,,4,305,Medina City School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C8,2868,OH,8,2868,,Medina County Board Of Mental Retardation And Developmental Disabilities,Health Care,County,County Government,Mental Health,Multiple,Public
L4,340,OH,,4,340,Medina County Transit Department,Transportation,County,Transit Authority,Transport,Blue Collar,Public
C8,265,OH,8,265,,Medina Metropolitan Housing Authority,Human Services,City,Housing Authority,Housing,Multiple,Public
L1000,837,NY,,1000,837,Medina Village,Utilities & Infrastructure,Village,Village,Public Works,Multiple,Public
L1000,837,NY,,1000,837,Medina Village Police,Law Enforcement,Village,Village,Security & Public Safety,Multiple,Public
C65,940,MN,65,940,B,Meeker County Attorney Unit,Courts,County,Attorney'S Office,Legal Services,Attorneys,Public
C65,940,MN,65,940,,Meeker County Highway Department,Utilities & Infrastructure,County,Department,Public Works,Highway Employees,Public
C65,105,MN,65,105,,Meeker County Memorial Hospital Lpns,Health Care,County,Hospital,Health,Nurses,Public
C8,1080,OH,8,1080,,Meigs County Engineering Department,Utilities & Infrastructure,County,Department,Public Works,Engineers,Public
L4,17,OH,,4,17,Meigs Local School District,K-12 Schools,City,School District,Knowledge Enrichment,Supervisors,Public
C61,3094,IA,61,3094,1,Glenwood City Police And Public Works Departments,Public Administration,City,Department,Daily Operations,Multiple,Public
C61,3094,IA,61,3094,,Mills County Secondary Road Department,Utilities & Infrastructure,County,Department,Public Works,Highway Employees,Public
C65,748,MN,65,748,,Melrose City Public Utilities,Utilities & Infrastructure,City,City Government,Electric/Gas/Water,Blue Collar,Public
C93,3948,MA,93,3948,,Melrose Public Library,Public Administration,City,Library,Knowledge Enrichment,Library Workers,Public
C25,511,MI,25,511,,Melvindale City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1733,,TN,,1733,,Memphis City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C25,2614,MI,25,2614,13,Memphis City Department Of Public Works,Utilities & Infrastructure,City,Department,Public Works,Blue Collar,Public
L1733,,TN,,1733,,Memphis City Housing And Community Development Code Enforcement,Human Services,Regional,Housing Authority,Housing,Code Enforcement,Public
L1733,,TN,,1733,,Memphis City Police Property And Evidence And Photo Lab (Contract Extended To 2010),Law Enforcement,Regional,City Government,Security & Public Safety,Multiple,Public
L1733,,TN,,1733,,Memphis City Survey Service Center,Utilities & Infrastructure,Regional,City Government,Infrastructure,Multiple,Public
L1733,,TN,,1733,,Memphis Housing Authority Maintenance/Clerical,Public Administration,Regional,Housing Authority,Housing,Multiple,Public
C25,1840,MI,25,1840,12,Memphis Schools Bus Drivers Unit,K-12 Schools,City,City Government,Transport,Bus Drivers,Public
C82,756,NY,82,756,M,Menands Village Police,Law Enforcement,Village,Police Department,Security & Public Safety,Multiple,Public
C40,1035,WI,40,1035,C,Menasha Board Of Education Paraprofessionals,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Paraprofessionals,Public
C40,1035,WI,40,1035,C,Menasha Board Of Education Secretarial,K-12 Schools,City,Board Of Education,Clerical/Admin,Secretaries,Public
C40,1035,WI,40,1035,B,Menasha City Hall And Police Support Staff,Law Enforcement,City,City Government,Security & Public Safety,Support Staff,Public
C40,603,WI,40,603,,Menasha City Professional Police Union,Law Enforcement,City,City Government,Security & Public Safety,Multiple,Public
C40,1269,WI,40,1269,,Menasha City Water And Light Commission Lineman Unit,Utilities & Infrastructure,City,City Government,Public Works,Linemen,Public
C40,1035,WI,40,1035,E,Menasha Town,Public Administration,Town,Town,Daily Operations,Multiple,Public
C40,1269,WI,40,1269,,Menasha Water And Light Commission General Bargaining Unit,Utilities & Infrastructure,City,City Government,Water Treatment,Water And Sewer Workers,Public
C57,2703,CA,57,2703,,Mendota City General Employees,Public Administration,City,City Government,Daily Operations,Multiple,Public
C57,829,CA,57,829,,Menlo Park City Mangers And Supervisors,Public Administration,City,City Government,Professional,Supervisors,Public
C57,829,CA,57,829,,Menlo Park Fire Protection District,Emergency Services,District,Fire District,Security & Public Safety,Firefighters,Public
C25,2075,MI,25,2075,,Menominee Area Public Schools,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C25,2075,MI,25,2075,1,Menominee County 911 Telecommunicators,Emergency Services,County,County Government,Security & Public Safety,Dispatchers,Public
C40,2765,WI,40,2765,,Menomonee Falls School District Administrative Assistant,K-12 Schools,City,School District,Clerical/Admin,Administrative Assistants,Public
C40,2765,WI,40,2765,,Menomonee Falls School District Clerical,K-12 Schools,City,School District,Clerical/Admin,Clerical Employees,Public
C40,2765,WI,40,2765,,Menomonee Falls School District Maintenance And Custodial,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C40,727,WI,40,727,C,Menomonie Area School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C40,727,WI,40,727,C,Menomonie Area School District Custodial/Maintenance/Information Systems,K-12 Schools,City,School District,Daily Operations,Multiple,Public
C40,734,WI,40,734,,Menomonie City Hall,Public Administration,City,City Government,Daily Operations,Multiple,Public
C40,734,WI,40,734,,Menomonie City Public Works,Utilities & Infrastructure,City,City Government,Public Works,Multiple,Public
C57,2703,CA,57,2703,,Merced City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C57,2703,CA,57,2703,,Merced County Community Action Agency Head Start,Early Childhood Education,Single Entity,Head Start,Knowledge Enrichment,Multiple,Private Or Indp Entity
C57,2703,CA,57,2703,,Merced County Housing Authority,Human Services,County,Housing Authority,Housing,Multiple,Public
L3930,UDW,CA,,3930,UDW,Merced County Ihss Public Authority,Home Care,County,Public Authority,Health,Technicians,Public
C57,2703,CA,57,2703,,Merced County Unit 11 - Probation Supervising Employees,Probation And Parole,County,County Government,Security & Public Safety,Probation Officers,Public
C57,2703,CA,57,2703,,"Merced County Units 4, 5, 6, 8",Public Administration,County,County Government,Daily Operations,Multiple,Public
C73,2320,NJ,73,2320,,Mercer County,Utilities & Infrastructure,County,County Government,Public Works,Supervisors,Public
C73,2287,NJ,73,2287,,Mercer County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C73,2285,NJ,73,2285,,Mercer County Board Social Services,Human Services,County,County Government,Social Services,Multiple,Public
C73,2473,NJ,73,2473,,Mercer County Community College,Higher Education,County,Community College,Daily Operations,Multiple,Public
C8,3788,OH,8,3788,,Mercer County Joint Township Community Hospital,Health Care,County,Hospital,Health,Multiple,Public
C73,3566,NJ,73,3566,,Mercer County Professional Unit,Public Administration,County,County Government,Professional,Professional,Public
C85,200,PA,85,200,B,Mercer County Regional Council Of Governments Lockup Attendants,Corrections,Regional,Commission,Adult Detention,Corrections Officers,Public
C73,3390,NJ,73,3390,,Mercer County Social Services,Human Services,County,County Government,Social Services,Supervisors,Public
C2,21,WA,2,21,M,Mercer Island City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C65,105,MN,65,105,,Mercy Hospital And Health Care Center Mhhc,Health Care,Single Entity,Hospital,Health,Multiple,Private Or Indp Entity
C87,2330,PA,87,2330,B,Mercy Hospital Of Nanticoke,Health Care,Single Entity,Hospital,Health,Multiple,Private Or Indp Entity
C57,2703,CA,57,2703,,Mercy Medial Center - Merced,Health Care,Single Entity,Medical Center,Health,Multiple,Private Or Indp Entity
C4,595,CT,4,595,,Meriden City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C4,740,CT,4,740,,Meriden City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C4,3430,CT,4,3430,,Meriden City Crossing Guards,K-12 Schools,City,City Government,Security & Public Safety,Crossing Guards,Public
C4,1303,CT,4,1303,244,Meriden City Housing Authority Non-Support,Human Services,City,Housing Authority,Housing,Multiple,Public
C4,818,CT,4,818,37,Meriden City Housing Authority Supervisors,Human Services,City,Housing Authority,Professional,Supervisors,Public
C15,1016,CT,15,1016,,Meriden City Police,Law Enforcement,City,Police Department,Security & Public Safety,Police Officers,Public
C4,1303,CT,4,1303,405,Meriden City Public Safety Dispatch,Emergency Services,City,City Government,Security & Public Safety,Dispatchers,Public
C4,3430,CT,4,3430,,Meriden City Supervisors,Public Administration,City,City Government,Professional,Supervisors,Public
C93,179,MA,93,179,,Meridian Associates For Programs And Resources Inc.,Human Services,Single Entity,Non-Profit,Support Housing And Assistance,Multiple,Private Or Indp Entity
C25,1390,MI,25,1390,12,Meridian Charter Township Department Of Public Works And Physical Plant Employees,Utilities & Infrastructure,Township,Department,Public Works,Blue Collar,Public
C25,1390,MI,25,1390,14,Meridian Charter Township Non-Supervisory Professional Employees,Public Administration,Township,Township,Professional,Professional,Public
C25,1390,MI,25,1390,15,Meridian Charter Township Secretarial,Public Administration,Township,Township,Clerical/Admin,Secretaries,Public
L1199,J,NJ,,1199,J,"Meridian Nursing Rehab, Inc., Bayshore Healthcare Center And The Willows At Holmdel",Health Care,Single Entity,Health Center,Rehabilitation,Multiple,Private Or Indp Entity
L1000,865,NY,,1000,865,Merrick Union Free School District Board Of Education Custodial,K-12 Schools,City,Board Of Education,Buildings And Grounds,Custodians,Public
C40,332,WI,40,332,,Merrill Board Of Education Custodial,K-12 Schools,City,Board Of Education,Buildings And Grounds,Custodians,Public
C40,332,WI,40,332,,Merrill City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C93,939,MA,93,939,,Merrimac Town Fire/Police Signal Operators,Emergency Services,Town,Town,Security & Public Safety,Dispatchers,Public
C93,939,MA,93,939,,Merrimac Town Highway Department,Utilities & Infrastructure,Town,Department,Public Works,Highway Employees,Public
C93,939,MA,93,939,,Merrimac Town Light Department And Clerical,Public Administration,Town,Department,Clerical/Admin,Multiple,Public
C93,939,MA,93,939,,Merrimac Town Water Department,Utilities & Infrastructure,Town,Department,Water Treatment,Water And Sewer Workers,Public
C93,3657,NH,93,3657,,Merrimack Town Police And Fire,Emergency Services,Town,Police Department,Security & Public Safety,Police And/Or Fire,Public
C93,2986,NH,93,2986,,Merrimack Town Public Works,Utilities & Infrastructure,Town,Town,Public Works,Multiple,Public
C40,3833,WI,40,3833,,Merton School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C25,824,MI,25,824,,Methodist Children'S Home Society,Human Services,Single Entity,Religious Association,Youth Services,Multiple,Private Or Indp Entity
L1199,C,PA,,1199,C,Methodist Hospital Nursing Center,Home Care,Single Entity,Hospital,Nursing Home,Multiple,Private Or Indp Entity
C31,1232,IL,31,1232,,Methodist Youth Services Employees,Human Services,Single Entity,Religious Association,Youth Services,Multiple,Private Or Indp Entity
C93,3699,MA,93,3699,,Methuen City Inspectors Unit,Utilities & Infrastructure,City,City Government,Public Works,Inspectors,Public
C93,3699,MA,93,3699,,Methuen City Support Staff,Public Administration,City,City Government,Clerical/Admin,Multiple,Public
C75,3580,OR,75,3580,,Metro,Utilities & Infrastructure,City,City Government,Public Works,Multiple,Public
C59,3516,SD,59,3516,,Metro Communications Agency,Emergency Services,County,Non-Profit,Health,Multiple,Public
C1707,389,NY,1707,389,,Metrocare Home Services Inc. Home Attendants,Home Care,Single Entity,Home Care Provider,Convalescence/Old Aged Care,Home Care Aides,Private Or Indp Entity
C8,3360,OH,8,3360,,Metrohealth Medical Center,Health Care,Single Entity,Medical Center,Health,Multiple,Private Or Indp Entity
C8,3353,OH,8,3353,,Metrohealth Medical Center,Health Care,Single Entity,Medical Center,Health,Multiple,Private Or Indp Entity
C31,3744,IL,31,3744,,Metropolitan Airport Authority Of Rock Island County,Transportation,Regional,Airport,Daily Operations,Blue Collar,Private Or Indp Entity
C5,668,MN,5,668,,Metropolitan Council,Public Administration,Regional,City Government,Transport,Multiple,Public
C4,184,CT,4,184,,Metropolitan District Commission Hartford,Public Administration,Regional,Commission,Public Works,Water And Sewer Workers,Public
C4,1026,CT,4,1026,,Metropolitan District Commission Hartford Supervisors,Public Administration,Regional,Commission,Daily Operations,Supervisors,Public
C75,3580,OR,75,3580,1,Metropolitan Exposition-Recreation Commission (M.E.R.C.),Public Administration,Regional,Commission,Parks & Rec,Blue Collar,Public
C37,1503,NY,37,1503,,Metropolitan Museum Of Art,Public Administration,Single Entity,Museum,Knowledge Enrichment,Multiple,Private Or Indp Entity
C75,3668,OR,75,3668,,Metropolitan Public Defender Service Inc.,Courts,Regional,Public Defender'S Office,Legal Services,Multiple,Private Or Indp Entity
